Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgTwo,Forms\FormPGN,label3.Text,,"Steer Data
From AutoSteer Module
Steer Settings
Steer Config
From AutoSteer Sensors

Machine Data
Machine Config
From Machine Module
Pin Config
Section Dimensions
Matt Switch Module
64 Section On Off

Subnet Scan Reply
Scan Request
Set Subnet

Hello Sent To All
Hello Steer Reply
Hello Machine Reply
Hello IMU Reply
Hello GPS Reply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,Forms\FormPGN,label3.Text,,"Steer Data
From AutoSteer Module
Steer Settings
Steer Config
From AutoSteer Sensors

Machine Data
Machine Config
From Machine Module
Pin Config
Section Dimensions
Matt Switch Module
64 Section On Off

Subnet Scan Reply
Scan Request
Set Subnet

Hello Sent To All
Hello Steer Reply
Hello Machine Reply
Hello IMU Reply
Hello GPS Reply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsAgIOHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/03.-AgTwo-Orientation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsAuthourizing,,Authourizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsEthernetHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/05.-Ethernet-Setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsListening,,Listening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsNTRIP,,NTRIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsNTRIP_Help,,https://github.com/farmerbriantee/AgOpenGPS/wiki/04.-RTK-Setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsSaveAndReturn,,Save And Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsSaveComms,,Save Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsSerialMonHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/06.-Serial-Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSim,gStr,gsWaiting,,Waiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,Forms\FormPGN,label3.Text,,"Steer Data
From AutoSteer Module
Steer Settings
Steer Config
From AutoSteer Sensors

Machine Data
Machine Config
From Machine Module
Pin Config
Section Dimensions
Matt Switch Module
64 Section On Off

Subnet Scan Reply
Scan Request
Set Subnet

Hello Sent To All
Hello Steer Reply
Hello Machine Reply
Hello IMU Reply
Hello GPS Reply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsAgIOHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/03.-AgTwo-Orientation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsAuthourizing,,Authourizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsEthernetHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/05.-Ethernet-Setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsListening,,Listening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsNTRIP,,NTRIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsNTRIP_Help,,https://github.com/farmerbriantee/AgOpenGPS/wiki/04.-RTK-Setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsSaveAndReturn,,Save And Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsSaveComms,,Save Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsSerialMonHelp,,https://github.com/farmerbriantee/AgOpenGPS/wiki/06.-Serial-Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModSimTool,gStr,gsWaiting,,Waiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
